,Código pai,Código,Descrição,Unidade,Coeficiente,Preço,Total
16719,C2938,C2938,-,-,0.1,28.659847825396824,2.8659847825396825
16720,C5058,C5058,"ASSENTAMENTO COMPLEMENTAR COM DEMOLIÇÕES, ESCAVAÇÃO, LIMPEZA, SOLDAGEM DE CONEXÕES E VÁLVULAS COM ACESSÓRIOS, TESTE PNEUMÁTICO COM LAUDO E COMISSIONAMENTO, INERTIZAÇÃO, INTERLIGAÇÃO EM REDE GASEIFICADA COM REALIZAÇÃO DE FURO EM CARGA, REATERRO, INSTALAÇÃO DE TACHA DE SINALIZAÇÃO, RECOMPOSIÇÕES COM EXCEÇÃO DE ASFALTO E/OU CERÂMICA EM RAMAL DE LIGAÇÃO DE POLIETILENO DE ALTA DENSIDADE (PEAD), JUNTA SOLDADA POR ELETROFUSÃO, DIÂMETRO DE 20MM ATÉ 63MM UTILIZANDO MD", M,,,
16721,C5058,G0436,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHP)",H,0.0587,5.5984102857142855,0.32862668377142856
16722,C5058,G0437,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHI)",H,0.4746,0.38405314285714287,0.18227162160000002
16723,C5058,G0439,MÁQUINA DE SOLDA ELETROFUSÃO (CHP),H,0.0587,1.7176104000000003,0.10082373048000001
16724,C5058,G0440,MÁQUINA DE SOLDA ELETROFUSÃO (CHI),H,0.4746,0.8914389714285715,0.42307693584000006
16725,C5058,G0450,VEÍCULO LEVE PICK UP 4X4 - 147 KW (CHP),H,0.1333,123.79222,16.501502926
16726,C5058,G0458,"COMPACTADOR MANUAL C/ SOQUETE VIBRATÓRIO - 4,1 KW (CHP)",H,0.4746,4.011317541666667,1.9037713052750003
16727,C5058,G0459,"COMPACTADOR MANUAL C/ SOQUETE VIBRATÓRIO - 4,1 KW (CHI)",H,0.528,0.626150875,0.330607662
16728,C5058,I0581,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHI),H,0.416,46.719966666666664,19.435506133333334
16729,C5058,I0703,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHP),H,0.1173,130.74396666666667,15.33626729
16730,C5058,I0725,COMPACTADOR DE PLACA VIBRATÓRIA HP 7 (CHP),H,0.067,44.274864916666665,2.9664159494166666
16731,C5058,I0727,COMPRESSOR DE AR 170 PCM (CHP),H,0.08,91.97667825396826,7.358134260317461
16732,C5058,G0465,SUPERVISOR PEAD C/ 30% DE PERICULOSIDADE INCLUSO (CEGÁS),H,0.333,35.74,11.90142
16733,C5058,G0466,SOLDADOR DE PEAD C/ 30% DE PERICULOSIDADE INCLUSO (CEGÁS),H,0.333,26.31,8.761230000000001
16734,C5058,I0037,AJUDANTE,H,1.6,18.63,29.808000000000003
16735,C5058,I2391,PEDREIRO,H,0.333,23.17,7.715610000000001
16736,C5058,I2510,ENCARREGADO DE SERVIÇOS,H,0.333,30.93,10.29969
16737,C5058,G0139,FITA DE SINALIZAÇÃO COM TELA,M,0.4667,4.83,2.254161
16738,C5058,G0228,NITROGÊNIO,M3,0.0218,27.57,0.601026
16739,C5058,I1173,FIO ISOLADO EM PVC 4.00MM2 - 750V,M,1.04,2.32,2.4128000000000003
16740,C2530,C2530,-,-,0.0087,29.446466823529413,0.2561842613647059
16741,C2938,C2938,-,-,0.2,28.659847825396824,5.731969565079365
16742,C5057,C5057,"ASSENTAMENTO COMPLEMENTAR COM DEMOLIÇÕES, ESCAVAÇÃO, LIMPEZA, SOLDAGEM DE CONEXÕES E VÁLVULAS COM ACESSÓRIOS, TESTE PNEUMÁTICO COM LAUDO E COMISSIONAMENTO, INERTIZAÇÃO, INTERLIGAÇÃO EM REDE GASEIFICADA COM REALIZAÇÃO DE FURO EM CARGA, REATERRO, INSTALAÇÃO DE TACHA DE SINALIZAÇÃO, RECOMPOSIÇÕES COM EXCEÇÃO DE ASFALTO E/OU CERÂMICA EM RAMAL DE LIGAÇÃO DE POLIETILENO DE ALTA DENSIDADE (PEAD), JUNTA SOLDADA POR ELETROFUSÃO, DIÂMETRO DE 20MM ATÉ 63MM UTILIZANDO MD E MND COM PERFURATRIZ PNEUMÁTICA TIPO MOLE", M,,,
16743,C5057,G0436,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHP)",H,0.044,5.5984102857142855,0.24633005257142856
16744,C5057,G0437,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHI)",H,0.356,0.38405314285714287,0.13672291885714286
16745,C5057,G0439,MÁQUINA DE SOLDA ELETROFUSÃO (CHP),H,0.044,1.7176104000000003,0.0755748576
16746,C5057,G0440,MÁQUINA DE SOLDA ELETROFUSÃO (CHI),H,0.356,0.8914389714285715,0.31735227382857145
16747,C5057,G0450,VEÍCULO LEVE PICK UP 4X4 - 147 KW (CHP),H,0.1,123.79222,12.379222
16748,C5057,G0458,"COMPACTADOR MANUAL C/ SOQUETE VIBRATÓRIO - 4,1 KW (CHP)",H,0.044,4.011317541666667,0.17649797183333332
16749,C5057,G0459,"COMPACTADOR MANUAL C/ SOQUETE VIBRATÓRIO - 4,1 KW (CHI)",H,0.356,0.626150875,0.2229097115
16750,C5057,I0581,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHI),H,0.312,46.719966666666664,14.5766296
16751,C5057,I0703,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHP),H,0.088,130.74396666666667,11.505469066666667
16752,C5057,I0725,COMPACTADOR DE PLACA VIBRATÓRIA HP 7 (CHP),H,0.05,44.274864916666665,2.2137432458333333
16753,C5057,I0727,COMPRESSOR DE AR 170 PCM (CHP),H,0.11,91.97667825396826,10.117434607936508
16754,C5057,I9422,"PERFURATRIZ PNEUMÁTICA TIPO MOLE PARA PERFURAÇÃO EM SOLO QUALQUER, EXCETO ROCHA SÃ E ARGILA ORGÂNICA, MÉTODO NÃO-DESTRUTIVO, VELOCIDADE 10M/H",H,0.1,9.6,0.9600000000000001
16755,C5057,G0465,SUPERVISOR PEAD C/ 30% DE PERICULOSIDADE INCLUSO (CEGÁS),H,0.4,35.74,14.296000000000001
16756,C5057,G0466,SOLDADOR DE PEAD C/ 30% DE PERICULOSIDADE INCLUSO (CEGÁS),H,0.4,26.31,10.524000000000001
16757,C5057,I0037,AJUDANTE,H,1.2,18.63,22.355999999999998
16758,C5057,I1009,OPERADOR DE EQUIPAMENTO LEVE,H,0.4,20.85,8.34
16759,C5057,I2391,PEDREIRO,H,0.4,23.17,9.268
16760,C5057,I2510,ENCARREGADO DE SERVIÇOS,H,0.4,30.93,12.372
16761,C5057,G0139,FITA DE SINALIZAÇÃO COM TELA,M,0.3,4.83,1.4489999999999998
16762,C5057,G0228,NITROGÊNIO,M3,0.0218,27.57,0.601026
16763,C5057,I1173,FIO ISOLADO EM PVC 4.00MM2 - 750V,M,1.03,2.32,2.3896
16764,C2530,C2530,-,-,0.0065,29.446466823529413,0.19140203435294117
16765,C2938,C2938,-,-,0.05,28.659847825396824,1.4329923912698412
16766,C5066,C5066,"INSTALAÇÃO DE CONEXÕES, VÁLVULAS, ACESSÓRIOS E NIPLES COM ABERTURA E FECHAMENTO DE TIE-IN COM DISTÂNCIA DE ATÉ 2 METROS ENTRE PEÇAS E ACABAMENTO AO NÍVEL DO PISO PRONTO PARA REDE DE PEAD DN 32 MM, EM REDE DE GASODUTO, QUANDO UTILIZADO O LANÇAMENTO PELO METÓDO NÃO DESTRUTIVO (MND)","IN COM DISTÂNCIA DE ATÉ 2 METROS ENTRE PEÇAS E ACABAMENTO AO NÍVEL DO PISO PRONTO PARA REDE DE PEAD DN 32 MM, EM REDE DE GASODUTO, QUANDO UTILIZADO O LANÇAMENTO PELO METÓDO NÃO DESTRUTIVO (MND) ",,,
16767,C5066,G0436,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHP)",H,0.1956,5.5984102857142855,1.0950490518857143
16768,C5066,G0437,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHI)",H,1.76,0.38405314285714287,0.6759335314285715
16769,C5066,G0439,MÁQUINA DE SOLDA ELETROFUSÃO (CHP),H,0.1956,1.7176104000000003,0.33596459424
16770,C5066,G0440,MÁQUINA DE SOLDA ELETROFUSÃO (CHI),H,1.76,0.8914389714285715,1.5689325897142858
16771,C5066,G0458,"COMPACTADOR MANUAL C/ SOQUETE VIBRATÓRIO - 4,1 KW (CHP)",H,1,4.011317541666667,4.011317541666667
16772,C5066,G0459,"COMPACTADOR MANUAL C/ SOQUETE VIBRATÓRIO - 4,1 KW (CHI)",H,0.9556,0.626150875,0.59834977615
16773,C5066,I0581,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHI),H,1.5644,46.719966666666664,73.08871585333334
16774,C5066,I0613,COMPRESSOR DE AR 170 PCM (CHI),H,1.76,32.05986079365079,56.4253549968254
16775,C5066,I0703,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHP),H,0.3911,130.74396666666667,51.13396536333333
16776,C5066,I0725,COMPACTADOR DE PLACA VIBRATÓRIA HP 7 (CHP),H,1,44.274864916666665,44.274864916666665
16777,C5066,I0727,COMPRESSOR DE AR 170 PCM (CHP),H,0.1956,91.97667825396826,17.99063826647619
16778,C5066,I0769,ROMPEDOR PNEUMÁTICO (CHP),H,0.6,24.8806,14.92836
16779,C5066,G0410,SUPERVISOR PEAD (CEGÁS),H,1.9556,31.29,61.190724
16780,C5066,I0037,AJUDANTE,H,3.9111,18.63,72.863793
16781,C5066,I1879,SOLDADOR,H,1.9556,23.83,46.601948
16782,C5066,I2510,ENCARREGADO DE SERVIÇOS,H,1.9556,30.93,60.486708
16783,C5066,G0139,FITA DE SINALIZAÇÃO COM TELA,M,2,4.83,9.66
16784,C5067,C5067,"INSTALAÇÃO DE CONEXÕES, VÁLVULAS, ACESSÓRIOS E NIPLES COM ABERTURA E FECHAMENTO DE TIE-IN COM DISTÂNCIA DE ATÉ 2 METROS ENTRE PEÇAS E ACABAMENTO AO NÍVEL DO PISO PRONTO PARA REDE DE PEAD DN 63 MM, EM REDE DE GASODUTO, QUANDO UTILIZADO O LANÇAMENTO PELO METÓDO NÃO DESTRUTIVO (MND)","IN COM DISTÂNCIA DE ATÉ 2 METROS ENTRE PEÇAS E ACABAMENTO AO NÍVEL DO PISO PRONTO PARA REDE DE PEAD DN 63 MM, EM REDE DE GASODUTO, QUANDO UTILIZADO O LANÇAMENTO PELO METÓDO NÃO DESTRUTIVO (MND) ",,,
16785,C5067,G0436,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHP)",H,0.22,5.5984102857142855,1.2316502628571429
16786,C5067,G0437,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHI)",H,1.98,0.38405314285714287,0.7604252228571429
16787,C5067,G0439,MÁQUINA DE SOLDA ELETROFUSÃO (CHP),H,0.22,1.7176104000000003,0.37787428800000006
16788,C5067,G0440,MÁQUINA DE SOLDA ELETROFUSÃO (CHI),H,1.98,0.8914389714285715,1.7650491634285717
16789,C5067,G0458,"COMPACTADOR MANUAL C/ SOQUETE VIBRATÓRIO - 4,1 KW (CHP)",H,1,4.011317541666667,4.011317541666667
16790,C5067,G0459,"COMPACTADOR MANUAL C/ SOQUETE VIBRATÓRIO - 4,1 KW (CHI)",H,1.2,0.626150875,0.75138105
16791,C5067,I0581,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHI),H,1.76,46.719966666666664,82.22714133333334
16792,C5067,I0613,COMPRESSOR DE AR 170 PCM (CHI),H,1.98,32.05986079365079,63.47852437142857
16793,C5067,I0703,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHP),H,0.44,130.74396666666667,57.52734533333333
16794,C5067,I0725,COMPACTADOR DE PLACA VIBRATÓRIA HP 7 (CHP),H,1,44.274864916666665,44.274864916666665
16795,C5067,I0727,COMPRESSOR DE AR 170 PCM (CHP),H,0.22,91.97667825396826,20.234869215873015
16796,C5067,I0769,ROMPEDOR PNEUMÁTICO (CHP),H,0.6,24.8806,14.92836
16797,C5067,G0410,SUPERVISOR PEAD (CEGÁS),H,2.2,31.29,68.83800000000001
16798,C5067,I0037,AJUDANTE,H,4.4,18.63,81.97200000000001
16799,C5067,I1879,SOLDADOR,H,2.2,23.83,52.426
16800,C5067,I2510,ENCARREGADO DE SERVIÇOS,H,2.2,30.93,68.046
16801,C5067,G0139,FITA DE SINALIZAÇÃO COM TELA,M,2,4.83,9.66
16802,C5067,G0237,"PIG ESPUMA LIMPEZA LEVE, INVESTIGAÇÃO E SECAGEM PARA TUBO DE  63 MM EM ESPUMA DE POLIURETANO DE CELULAS ABERTAS, ALTA RESISTÊNCIA, BAIXA DENSIDADE , FORMADO PRÓJETIL,DIÂMETRO EFETIVO DE 60 MM X 120 MM, TOLERÂNCIA DE 2%",UN,5,21.45,107.25
16803,C5064,C5064,"ASSENTAMENTO EM VALA DE REDE DE GASODUTO DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM CONEXÕES, VÁLVULAS E ACESSÓRIOS COM JUNTA SOLDADA POR ELETROFUSÃO, DIAMETRO 110 MM", M,,,
16804,C5064,G0436,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHP)",H,0.0042,5.5984102857142855,0.0235133232
16805,C5064,G0437,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHI)",H,0.0377,0.38405314285714287,0.014478803485714285
16806,C5064,G0439,MÁQUINA DE SOLDA ELETROFUSÃO (CHP),H,0.0042,1.7176104000000003,0.00721396368
16807,C5064,G0440,MÁQUINA DE SOLDA ELETROFUSÃO (CHI),H,0.0377,0.8914389714285715,0.03360724922285714
16808,C5064,I0581,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHI),H,0.0335,46.719966666666664,1.5651188833333334
16809,C5064,I0613,COMPRESSOR DE AR 170 PCM (CHI),H,0.0377,32.05986079365079,1.2086567519206348
16810,C5064,I0703,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHP),H,0.0084,130.74396666666667,1.0982493199999999
16811,C5064,I0727,COMPRESSOR DE AR 170 PCM (CHP),H,0.0042,91.97667825396826,0.3863020486666666
16812,C5064,G0410,SUPERVISOR PEAD (CEGÁS),H,0.0419,31.29,1.311051
16813,C5064,I0037,AJUDANTE,H,0.1257,18.63,2.341791
16814,C5064,I1879,SOLDADOR,H,0.0419,23.83,0.998477
16815,C5064,I2510,ENCARREGADO DE SERVIÇOS,H,0.0419,30.93,1.295967
16816,C5064,G0139,FITA DE SINALIZAÇÃO COM TELA,M,1.03,4.83,4.9749
16817,C5064,G0239,"PIG ESPUMA LIMPEZA LEVE, INVESTIGAÇÃO E SECAGEM PARA TUBO DE 110 MMEM ESPUMA DE POLIURETANO DE CELULAS ABERTAS, ALTA RESISTÊNCIA, BAIXA DENSIDADE , FORMADO PRÓJETIL,DIÂMETRO EFETIVO DE 106 MM X 210 MM, TOLERÂNCIA DE 2%",UN,0.01,40.43,0.4043
16818,C5064,I1173,FIO ISOLADO EM PVC 4.00MM2 - 750V,M,1.03,2.32,2.3896
16819,C5065,C5065,FURO DIRECIONAL E PUXE PARA DUTO EM PEAD DN 20MM ATÉ 63MM, MÉTODO NÃO DESTRUTIVO (MND) ,,,
16820,C5065,G0415,MÁQUINA DE FURO DIRECIONAL COM PULL-BACK DE 24000  LIBRAS (10.000KGF) (CHP),H,0.009,358.50393624000003,3.22653542616
16821,C5065,G0416,MÁQUINA DE FURO DIRECIONAL COM PULL-BACK DE 24000  LIBRAS (10.000KGF) (CHI),H,0.0496,144.52359624000002,7.1683703735040005
16822,C5065,G0422,SISTEMA MISTURA A DÍESEL PARA FURO DIRECIONAL TANQUE DE 1000 GL (CHP),H,0.09,49.99986774,4.4999880966
16823,C5065,G0423,SISTEMA MISTURA A DÍESEL PARA FURO DIRECIONAL TANQUE DE 1000 GL (CHI),H,0.0496,19.48604774,0.9665079679040001
16824,C5065,G0425,"LOCALIZADOR PARA FURO DIRECIONAL, COM RECEPTOR, DISPLAY REMOTO COM SONDA/TRANSMISSOR, ALCANCE APROXIMADO COM PITCH E FREQUÊNCIA (CHP)",H,0.0067,22.507336425,0.1507991540475
16825,C5065,G0426,"LOCALIZADOR PARA FURO DIRECIONAL, COM RECEPTOR, DISPLAY REMOTO COM SONDA/TRANSMISSOR, ALCANCE APROXIMADO COM PITCH E FREQUÊNCIA (CHI)",H,0.052,15.108961424999999,0.7856659940999999
16826,C5065,G0458,"COMPACTADOR MANUAL C/ SOQUETE VIBRATÓRIO - 4,1 KW (CHP)",H,0.01,4.011317541666667,0.04011317541666667
16827,C5065,G0459,"COMPACTADOR MANUAL C/ SOQUETE VIBRATÓRIO - 4,1 KW (CHI)",H,0.0486,0.626150875,0.030430932525
16828,C5065,I0575,CAMINHÃO ADAPTADO A VACUO (CHI),H,0.02,46.964159800000004,0.9392831960000001
16829,C5065,I0581,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHI),H,0.0426,46.719966666666664,1.99027058
16830,C5065,I0584,CAMINHÃO COMERC. EQUIP. C/GUINDASTE (CHI),H,0.0386,46.04095602666666,1.7771809026293335
16831,C5065,I0590,CAMINHÃO TANQUE 8.000 l (CHI),H,0.0426,51.54274264705882,2.195720836764706
16832,C5065,I0601,CAVALO MECÂNICO C/PRANC. 2 EIXOS (CHI),H,0.0426,72.21713888888888,3.0764501166666665
16833,C5065,I0698,CAMINHÃO TANQUE 8.000 l (CHP),H,0.016,162.35756617647058,2.5977210588235295
16834,C5065,I0702,CAMINHÃO ADAPTADO A VÁCUO (CHP),H,0.024,131.3185598,3.1516454352
16835,C5065,I0703,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHP),H,0.016,130.74396666666667,2.0919034666666665
16836,C5065,I0705,CAMINHÃO COMERC. EQUIP. C/GUINDASTE (CHP),H,0.03,129.14623602666666,3.8743870808
16837,C5065,I0715,CAVALO MECÂNICO C/PRANC. 2 EIXOS (CHP),H,0.016,230.69136111111112,3.691061777777778
16838,C5065,I0725,COMPACTADOR DE PLACA VIBRATÓRIA HP 7 (CHP),H,0.01,44.274864916666665,0.4427486491666667
16839,C5065,I0769,ROMPEDOR PNEUMÁTICO (CHP),H,0.06,24.8806,1.492836
16840,C5065,G0408,NAVEGADOR DE FURO DIRECIONAL (CEGÁS),H,0.0586,34.65,2.03049
16841,C5065,G0411,OPERADOR DE MÁQUINA DE FURO DIRECIONAL (CEGÁS),H,0.0586,31.76,1.861136
16842,C5065,I0037,AJUDANTE,H,0.2932,18.63,5.462316
16843,C5065,I2510,ENCARREGADO DE SERVIÇOS,H,0.0586,30.93,1.812498
16844,C5065,G0008,"ALARGADOR FLUTED  4,5"" PARA FURO DIRECIONAL",UN,0.0001,14588.72,1.4588720000000002
16845,C5065,G0018,"ALARGADOR SPIRAL  4,5"" PARA FURO DIRECIONAL",UN,0.0001,14588.72,1.4588720000000002
16846,C5065,G0041,BARRILHA LEVE,KG,0.0205,4.3,0.08815
16847,C5065,G0042,BETONITA ATIVADA E DE ALTO DESEMPENHO PARA FURO DIRECIONAL HDD,KG,1.2828,1.11,1.423908
16848,C5065,G0043,BIOPOLIMERO GAMA XANTANA PARA FURO DIRECIONAL,KG,0.0103,44.88,0.462264
16849,C5065,G0127,DISPERSANTE A BASE DE POLIFOSFATO TENSOATIVADO (TENSOATIVO NÃO-IÔNICO) DESTINADO A REMOÇÃO DE DISPERSÃO DE BENTONITA E ARGILAS NATURAIS E TAMBÉM PARA USO NA PUXADA EM PERFURAÇÃO DIRECIONAL HDD EM SOLOS ARGILOSOS,KG,0.0103,17.31,0.178293
16850,C5065,G0177,LUBRIFICANTES  BIODEGRADAVEL PARA SOLOS   PARA FURO DIRECIONAL HDD,L,0.0205,29.66,0.6080300000000001
16851,C5065,G0229,"PÁ DE CORTE 4.5"" PARA FURO DIRECIONAL",UN,0.003,1126.81,3.38043
16852,C5065,G0248,POLIACRILAMIDA PARCIALMENTE HIDROLISADA(PHPA) EMULSÃO INIBIDOR PARA FURO DIRECIONAL HDD CONCEBIDO PARA USO COM BETONITA,L,0.0513,29.36,1.506168
16853,C5065,G0249,"POLIMERO DE CARBOXIMETILCELULOSE DE SODIO (CMC), CONTROLE DE FILTRAGEM PARA FURO DIRECIONAL (HDD)",KG,0.0411,43.24,1.777164
16854,C5065,I1173,FIO ISOLADO EM PVC 4.00MM2 - 750V,M,1.03,2.32,2.3896
16855,C5062,C5062,"ASSENTAMENTO EM VALA DE REDE DE GASODUTO DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM CONEXÕES, VÁLVULAS E ACESSÓRIOS COM JUNTA SOLDADA POR ELETROFUSÃO, DIAMETRO 63 MM", M,,,
16856,C5062,G0436,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHP)",H,0.0022,5.5984102857142855,0.01231650262857143
16857,C5062,G0437,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHI)",H,0.0198,0.38405314285714287,0.00760425222857143
16858,C5062,G0439,MÁQUINA DE SOLDA ELETROFUSÃO (CHP),H,0.0022,1.7176104000000003,0.0037787428800000007
16859,C5062,G0440,MÁQUINA DE SOLDA ELETROFUSÃO (CHI),H,0.0198,0.8914389714285715,0.01765049163428572
16860,C5062,I0581,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHI),H,0.0176,46.719966666666664,0.8222714133333334
16861,C5062,I0613,COMPRESSOR DE AR 170 PCM (CHI),H,0.0198,32.05986079365079,0.6347852437142858
16862,C5062,I0703,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHP),H,0.0044,130.74396666666667,0.5752734533333334
16863,C5062,I0727,COMPRESSOR DE AR 170 PCM (CHP),H,0.0022,91.97667825396826,0.20234869215873016
16864,C5062,G0410,SUPERVISOR PEAD (CEGÁS),H,0.022,31.29,0.68838
16865,C5062,I0037,AJUDANTE,H,0.066,18.63,1.2295800000000001
16866,C5062,I1879,SOLDADOR,H,0.022,23.83,0.52426
16867,C5062,I2510,ENCARREGADO DE SERVIÇOS,H,0.022,30.93,0.68046
16868,C5062,G0139,FITA DE SINALIZAÇÃO COM TELA,M,1.03,4.83,4.9749
16869,C5062,G0237,"PIG ESPUMA LIMPEZA LEVE, INVESTIGAÇÃO E SECAGEM PARA TUBO DE  63 MM EM ESPUMA DE POLIURETANO DE CELULAS ABERTAS, ALTA RESISTÊNCIA, BAIXA DENSIDADE , FORMADO PRÓJETIL,DIÂMETRO EFETIVO DE 60 MM X 120 MM, TOLERÂNCIA DE 2%",UN,0.01,21.45,0.2145
16870,C5062,I1173,FIO ISOLADO EM PVC 4.00MM2 - 750V,M,1.03,2.32,2.3896
16871,C5063,C5063,"ASSENTAMENTO EM VALA DE REDE DE GASODUTO DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM CONEXÕES, VÁLVULAS E ACESSÓRIOS COM JUNTA SOLDADA POR ELETROFUSÃO, DIÂMETRO 90 MM 
", M,,,
16872,C5063,G0436,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHP)",H,0.0025,5.5984102857142855,0.013996025714285714
16873,C5063,G0437,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHI)",H,0.0226,0.38405314285714287,0.008679601028571429
16874,C5063,G0439,MÁQUINA DE SOLDA ELETROFUSÃO (CHP),H,0.0025,1.7176104000000003,0.004294026
16875,C5063,G0440,MÁQUINA DE SOLDA ELETROFUSÃO (CHI),H,0.0226,0.8914389714285715,0.020146520754285715
16876,C5063,I0581,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHI),H,0.0201,46.719966666666664,0.93907133
16877,C5063,I0613,COMPRESSOR DE AR 170 PCM (CHI),H,0.0226,32.05986079365079,0.7245528539365079
16878,C5063,I0703,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHP),H,0.005,130.74396666666667,0.6537198333333334
16879,C5063,I0727,COMPRESSOR DE AR 170 PCM (CHP),H,0.0025,91.97667825396826,0.22994169563492065
16880,C5063,G0410,SUPERVISOR PEAD (CEGÁS),H,0.0251,31.29,0.785379
16881,C5063,I0037,AJUDANTE,H,0.0754,18.63,1.404702
16882,C5063,I1879,SOLDADOR,H,0.0251,23.83,0.598133
16883,C5063,I2510,ENCARREGADO DE SERVIÇOS,H,0.0251,30.93,0.776343
16884,C5063,G0139,FITA DE SINALIZAÇÃO COM TELA,M,1.03,4.83,4.9749
16885,C5063,G0238,"PIG ESPUMA LIMPEZA LEVE, INVESTIGAÇÃO E SECAGEM PARA TUBO DE  90 MMEM ESPUMA DE POLIURETANO DE CELULAS ABERTAS, ALTA RESISTÊNCIA, BAIXA DENSIDADE , FORMADO PRÓJETIL,DIÂMETRO EFETIVO DE 81 MM X 160 MM, TOLERÂNCIA DE 2%",UN,0.01,31.38,0.3138
16886,C5063,I1173,FIO ISOLADO EM PVC 4.00MM2 - 750V,M,1.03,2.32,2.3896
16887,C5060,C5060,"ASSENTAMENTO COMPLEMENTAR COM DEMOLIÇÕES, ESCAVAÇÃO, LIMPEZA, SOLDAGEM DE CONEXÕES E VÁLVULAS COM ACESSÓRIOS, INTERLIGAÇÃO EM REDE NÃO GASEIFICADA, REATERRO, INSTALAÇÃO DE TACHA DE SINALIZAÇÃO, RECOMPOSIÇÕES COM EXCEÇÃO DE ASFALTO E/OU CERÂMICA EM RAMAL DE LIGAÇÃO DE POLIETILENO DE ALTA DENSIDADE (PEAD), JUNTA SOLDADA POR ELETROFUSÃO, DIÂMETRO DE 20MM ATÉ 63MM UTILIZANDO MD", M,,,
16888,C5060,G0436,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHP)",H,0.0587,5.5984102857142855,0.32862668377142856
16889,C5060,G0437,"GERADOR A GASOLINA, POTÊNCIA 7,5 HP (5,5KW) (CHI)",H,0.2347,0.38405314285714287,0.09013727262857144
16890,C5060,G0439,MÁQUINA DE SOLDA ELETROFUSÃO (CHP),H,0.0587,1.7176104000000003,0.10082373048000001
16891,C5060,G0440,MÁQUINA DE SOLDA ELETROFUSÃO (CHI),H,0.2347,0.8914389714285715,0.20922072659428573
16892,C5060,G0450,VEÍCULO LEVE PICK UP 4X4 - 147 KW (CHP),H,0.0667,123.79222,8.256941073999998
16893,C5060,G0458,"COMPACTADOR MANUAL C/ SOQUETE VIBRATÓRIO - 4,1 KW (CHP)",H,0.0587,4.011317541666667,0.23546433969583336
16894,C5060,G0459,"COMPACTADOR MANUAL C/ SOQUETE VIBRATÓRIO - 4,1 KW (CHI)",H,0.2347,0.626150875,0.1469576103625
16895,C5060,I0581,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHI),H,0.2347,46.719966666666664,10.965176176666667
16896,C5060,I0703,CAMINHÃO C/CARROCERIA DE MADEIRA HP 136 (CHP),H,0.0587,130.74396666666667,7.674670843333334
16897,C5060,I0725,COMPACTADOR DE PLACA VIBRATÓRIA HP 7 (CHP),H,0.04,44.274864916666665,1.7709945966666667
16898,C5060,I0727,COMPRESSOR DE AR 170 PCM (CHP),H,0.08,91.97667825396826,7.358134260317461
16899,C5060,G0410,SUPERVISOR PEAD (CEGÁS),H,0.2934,31.29,9.180486
16900,C5060,I0037,AJUDANTE,H,0.8,18.63,14.904000000000002
16901,C5060,I1879,SOLDADOR,H,0.2934,23.83,6.991722
16902,C5060,I2391,PEDREIRO,H,0.2934,23.17,6.798078
16903,C5060,I2510,ENCARREGADO DE SERVIÇOS,H,0.2934,30.93,9.074862
16904,C5060,G0139,FITA DE SINALIZAÇÃO COM TELA,M,0.4667,4.83,2.254161
