Código,Descrição,Unidade,Preço unitário
C4197,"ASSENTAMENTO DE TUBO, PEÇAS E CONEXÕES EM PRFV, JE DN 1000mm",M,35.2
C4198,"ASSENTAMENTO DE TUBO, PEÇAS E CONEXÕES EM PRFV, JE DN 1200mm",M,41.59
C0235,"ASSENTAMENTO DE TUBOS E CONEXÕES CERÂMICOS, J.ARG. D= 100mm",M,6.23
C0239,"ASSENTAMENTO DE TUBOS E CONEXÕES CERÂMICOS, J.ARG. D=150mm",M,8.02
C0236,"ASSENTAMENTO DE TUBOS E CONEXÕES CERÂMICOS, J.ARG. D= 200mm",M,9.69
C0237,"ASSENTAMENTO DE TUBOS E CONEXÕES CERÂMICOS, J.ARG. D= 250mm",M,12.95
C0238,"ASSENTAMENTO DE TUBOS E CONEXÕES CERÂMICOS, J.ARG. D= 300mm",M,16.04
C0240,"ASSENTAMENTO DE TUBOS E CONEXÕES CERÂMICOS, J.ASF. D= 100mm",M,17.48
C0241,"ASSENTAMENTO DE TUBOS E CONEXÕES CERÂMICOS, J.ASF. D= 150mm",M,19.74
C0242,"ASSENTAMENTO DE TUBOS E CONEXÕES CERÂMICOS, J.ASF. D= 200mm",M,23.39
C0243,"ASSENTAMENTO DE TUBOS E CONEXÕES CERÂMICOS, J.ASF. D= 250mm",M,31.73
C0244,"ASSENTAMENTO DE TUBOS E CONEXÕES CERÂMICOS, J.ASF. D= 300mm",M,40.17
C0245,"ASSENTAMENTO DE TUBOS E CONEXÕES CERÂMICOS, J.ASF. D= 350mm",M,51.15
C0246,"ASSENTAMENTO DE TUBOS E CONEXÕES CERÂMICOS, J.ASF. D= 400mm",M,62.8
C0305,"ASSENTAMENTO DE TUBOS EM CONCRETO,JUNTA ARGAMASSADA, D=150mm",M,20.39
C0306,"ASSENTAMENTO DE TUBOS EM CONCRETO,JUNTA ARGAMASSADA, D=200mm",M,27.15
C0298,"ASSENTAMENTO DE TUBOS EM CONCRETO, JE D= 300mm",M,34.26
C0299,"ASSENTAMENTO DE TUBOS EM CONCRETO, JE D= 400mm",M,53.47
C0300,"ASSENTAMENTO DE TUBOS EM CONCRETO, JE D=500mm",M,73.28
C0301,"ASSENTAMENTO DE TUBOS EM CONCRETO, JE D=600mm",M,91.94
C0302,"ASSENTAMENTO DE TUBOS EM CONCRETO, JE D= 700mm",M,114.68
C0303,"ASSENTAMENTO DE TUBOS EM CONCRETO, JE D= 800mm",M,135.07
C0304,"ASSENTAMENTO DE TUBOS EM CONCRETO, JE D= 900mm",M,166.3
C0293,"ASSENTAMENTO DE TUBOS EM CONCRETO, JE D= 1000mm",M,210.47
C0294,"ASSENTAMENTO DE TUBOS EM CONCRETO, JE D= 1200mm",M,279.37
C0295,"ASSENTAMENTO DE TUBOS EM CONCRETO, JE D=1500mm",M,353.07
C0296,"ASSENTAMENTO DE TUBOS EM CONCRETO, JE D= 1750mm",M,449
C0297,"ASSENTAMENTO DE TUBOS EM CONCRETO, JE D=2000mm",M,570.16
C1007,"CURVA COBRE OU BRONZE D= 15mm (1/2"")",UN,11.2
C1008,"CURVA COBRE OU BRONZE D= 22mm (3/4"")",UN,15.85
C1009,"CURVA COBRE OU BRONZE D= 28mm (1"")",UN,21.79
C1010,"CURVA COBRE OU BRONZE D= 35mm (1 1/4"")",UN,40
C1011,"CURVA COBRE OU BRONZE D= 42mm (1 1/2"")",UN,55.2
C1012,"CURVA COBRE OU BRONZE D= 54mm (2"")",UN,80.4
C1013,"CURVA COBRE OU BRONZE D= 66mm (2 1/2"")",UN,249.91
C1014,"CURVA COBRE OU BRONZE D= 79mm (3"")",UN,239.2
C1015,"CURVA COBRE OU BRONZE D=104mm (4"")",UN,575.07
C2332,"TÊ COBRE OU BRONZE D= 15mm (1/2"")",UN,17.53
C2333,"TÊ COBRE OU BRONZE D= 22mm (3/4"")",UN,22.08
C2334,"TÊ COBRE OU BRONZE D= 28mm (1"")",UN,27.27
C2335,"TÊ COBRE OU BRONZE D= 35mm (1 1/4"")",UN,42.21
C2336,"TÊ COBRE OU BRONZE D= 42mm (1 1/2"")",UN,57.26
C2337,"TÊ COBRE OU BRONZE D= 54mm (2"")",UN,82.69
C2338,"TÊ COBRE OU BRONZE D= 66mm (2 1/2"")",UN,305.64
C2339,"TÊ COBRE OU BRONZE D= 79mm (3"")",UN,364.83
C2340,"TÊ COBRE OU BRONZE D=104mm (4"")",UN,734.08
C2565,"TUBO COBRE D= 15mm(1/2"") CLASSE E",M,25.96
C2566,"TUBO COBRE D= 22mm (3/4"") CLASSE E",M,43.33
C2567,"TUBO COBRE D= 28mm (1"") CLASSE E",M,53.44
C2568,"TUBO COBRE D= 35mm (1 1/4"") CLASSE E",M,77.89
C2569,"TUBO COBRE D= 42mm (1 1/2"") CLASSE E",M,102.16
C2570,"TUBO COBRE D= 54mm (2"") CLASSE E",M,148.38
C2571,"TUBO COBRE D= 66mm (2 1/2"") CLASSE E",M,206.26
C2572,"TUBO COBRE D= 79mm (3"") CLASSE E",M,296.49
C2573,"TUBO COBRE D=104mm (4"") CLASSE E",M,431.82
C2574,"TUBO COBRE INCLUSIVE CONEXÕES D= 15mm (1/2"") CLASSE E",M,52.71
C2575,"TUBO COBRE INCLUSIVE CONEXÕES D= 22mm (3/4"") CLASSE E",M,78.4
C2576,"TUBO COBRE INCLUSIVE CONEXÕES D= 28mm (1"") CLASSE E",M,94.49
C2577,"TUBO COBRE INCLUSIVE CONEXÕES D= 35mm (1 1/4"") CLASSE E",M,131.19
C2578,"TUBO COBRE INCLUSIVE CONEXÕES D= 42mm (1 1/2"") CLASSE E",M,160.94
C2579,"TUBO COBRE INCLUSIVE CONEXÕES D= 54mm (2"") CLASSE E",M,231.29
C2580,"TUBO COBRE INCLUSIVE CONEXÕES D= 66mm (2 1/2"") CLASSE E",M,318.93
C2581,"TUBO COBRE INCLUSIVE CONEXÕES D= 79mm (3"") CLASSE E",M,425.02
C2582,"TUBO COBRE INCLUSIVE CONEXÕES D=104mm (4"") CLASSE E",M,614.07
C3599,"MUTIRÃO MISTO - REGISTRO DE GAVETA BRUTO D=20mm (3/4"")",UN,35.57
C3600,"MUTIRÃO MISTO - REGISTRO DE PRESSÃO D=20mm (3/4"")",UN,29.69
C2156,"REGISTRO DE GAVETA BRUTO D= 15mm (1/2"")",UN,44.33
C2157,"REGISTRO DE GAVETA BRUTO D= 20mm (3/4"")",UN,45.63
C2158,"REGISTRO DE GAVETA BRUTO D= 25mm (1"")",UN,59.04
C2159,"REGISTRO DE GAVETA BRUTO D= 32mm (1 1/4"")",UN,85.13
C2160,"REGISTRO DE GAVETA BRUTO D= 40mm (1 1/2"")",UN,98.24
C2161,"REGISTRO DE GAVETA BRUTO D= 50mm (2"")",UN,122.94
C2162,"REGISTRO DE GAVETA BRUTO D= 65mm (2 1/2"")",UN,229.1
C2163,"REGISTRO DE GAVETA BRUTO D= 80mm (3"")",UN,267.29
C2164,"REGISTRO DE GAVETA BRUTO D=100mm (4"")",UN,518.35
C2165,"REGISTRO DE GAVETA C/CANOPLA CROMADA D= 15mm (1/2"")",UN,75.21
C2166,"REGISTRO DE GAVETA C/CANOPLA CROMADA D= 20mm (3/4"")",UN,81.7
C2167,"REGISTRO DE GAVETA C/CANOPLA CROMADA D= 25mm (1"")",UN,94.37
C2168,"REGISTRO DE GAVETA C/CANOPLA CROMADA D= 32mm (1 1/4"")",UN,135.36
C2169,"REGISTRO DE GAVETA C/CANOPLA CROMADA D= 40mm (1 1/2"")",UN,139.87
C2171,"REGISTRO DE PRESSÃO C/CANOPLA CROMADA D= 15mm (1/2"")",UN,76.66
C2172,"REGISTRO DE PRESSÃO C/CANOPLA CROMADA D= 20mm (3/4"")",UN,78.5
C2170,"REGISTRO DE PRESSAO C/CANOPLA CROMADA D=25MM (1"")",UN,89.91
C3601,"REGISTRO DE PRESSÃO D=20mm (3/4"") - PADRÃO POPULAR",UN,41.06
C2173,"REGISTRO DE RECALQUE NO PASSEIO D= 65mm (2 1/2"")",UN,686.57
C2177,"REGISTRO GLOBO /FECHO RÁPIDO DE 3/4""",UN,50.51
C2176,"REGISTRO GLOBO /FECHO RÁPIDO DE 1""",UN,63.74
C2175,"REGISTRO GLOBO /FECHO RÁPIDO DE 1 1/4""",UN,88.77
C2178,"REGISTRO GLOBO/FECHO RÁPIDO DE 1 1/2""",UN,104.36
C2174,"REGISTRO GLOBO / FECHO RÁPIDO DE 2""",UN,133.79
C4403,"REGISTRO GLOBO / FECHO RÁPIDO DE 2 1/2""",UN,193.15
C3695,"REGISTRO GLOBO EM BRONZE ROSC. DE 3/4""",UN,60.38
C3714,"REGISTRO GLOBO EM BRONZE ROSC. DE 1""",UN,73.69
C2684,VÁLVULA DE DESCARGA CROMADA C/CANOPLA LISA DE 32 OU 40mm,UN,229.13
C2685,VÁLVULA DE DESCARGA CROMADA C/REGISTRO ACOPLADO DE 32 OU 40mm,UN,329.73
C2686,"VÁLVULA DE DESCARGA PVC RÍGIDO S/REGISTRO .ACOPLADO. D=50mm (1 1/2"")",UN,165.15
C2687,"VÁLVULA DE FLUXO EM AÇO GALVANIZADO DE  (2 1/2"")",UN,604.24
C2688,"VÁLVULA DE RETENÇÃO DE PÉ C/CRIVO D= 15mm (1/2"")",UN,56.73
C2689,"VÁLVULA DE RETENÇÃO DE PÉ C/CRIVO D= 20mm (3/4"")",UN,61.61
C2690,"VÁLVULA DE RETENÇÃO DE PÉ C/CRIVO D= 25mm (1"")",UN,65.81
C2691,"VÁLVULA DE RETENÇÃO DE PÉ C/CRIVO D= 32mm (1 1/4"")",UN,104.06
C2692,"VÁLVULA DE RETENÇÃO DE PÉ C/CRIVO D= 40mm (1 1/2"")",UN,108.76
C2693,"VÁLVULA DE RETENÇÃO DE PÉ C/CRIVO D= 50mm (2"")",UN,146.49
C2694,"VÁLVULA DE RETENÇÃO DE PÉ C/CRIVO D= 65mm (2 1/2"")",UN,246.19
C2695,"VÁLVULA DE RETENÇÃO DE PÉ C/CRIVO D= 80mm (3"")",UN,319.68
C2696,"VÁLVULA DE RETENÇÃO DE PÉ C/CRIVO D=100mm (4"")",UN,539.71
C4775,VÁLVULA DE RETENÇÃO DE PVC P/ ESGOTO D=150MM,UN,275.09
C2707,"VÁLVULA DE RETENÇÃO HORIZONTAL D= 15mm (1/2"")",UN,73.95
C2708,"VÁLVULA DE RETENÇÃO HORIZONTAL D= 20mm (3/4"")",UN,84.95
C2709,"VÁLVULA DE RETENÇÃO HORIZONTAL D= 25mm (1"")",UN,107.43
C2710,"VÁLVULA DE RETENÇÃO HORIZONTAL D= 32mm (1 1/4"")",UN,162.46
C2711,"VÁLVULA DE RETENÇÃO HORIZONTAL D= 40mm (1 1/2"")",UN,177.48
C2712,"VÁLVULA DE RETENÇÃO HORIZONTAL D= 50mm (2"")",UN,234.46
C2713,"VÁLVULA DE RETENÇÃO HORIZONTAL D= 65mm (2 1/2"")",UN,332.46
C2714,"VÁLVULA DE RETENÇÃO HORIZONTAL D= 80mm (3"")",UN,440.88
C2706,"VÁLVULA DE RETENÇÃO HORIZONTAL D= 100mm (4"")",UN,671.03
C2697,"VÁLVULA DE RETENÇÃO HORIZ.OU VERT. D= 15mm (1/2"")",UN,73.95
C2698,"VÁLVULA DE RETENÇÃO HORIZ.OU VERT. D= 20mm (3/4"")",UN,84.95
C2699,"VÁLVULA DE RETENÇÃO HORIZ.OU VERT. D= 25mm (1"")",UN,107.43
C2700,"VÁLVULA DE RETENÇÃO HORIZ.OU VERT. D= 32mm (1 1/4"")",UN,162.46
C2701,"VÁLVULA DE RETENÇÃO HORIZ.OU VERT. D= 40mm (1 1/2"")",UN,177.48
C2702,"VÁLVULA DE RETENÇÃO HORIZ.OU VERT. D= 50mm (2"")",UN,234.46
C2703,"VÁLVULA DE RETENÇÃO HORIZ.OU VERT. D= 65mm (2 1/2"")",UN,332.46
C2704,"VÁLVULA DE RETENÇÃO HORIZ.OU VERT. D= 80mm (3"")",UN,440.88
C2705,"VÁLVULA DE RETENÇÃO HORIZ.OU VERT. D=100mm (4"")",UN,671.03
C4005,VÁLVULA ELETRÔNICA CROMADA P/ MICTÓRIO,UN,224.24
C3715,"VÁLVULA MOTORIZADA DE 2 VIAS ROSC. DE 3/4""",UN,260.1
C3716,"VÁLVULA MOTORIZADA DE 2 VIAS ROSC. DE 1""",UN,274.18
C0091,APARELHO MISTURADOR P/PIA TIPO MESA,UN,368.12
C0092,APARELHO MISTURADOR P/PIA TIPO PAREDE,UN,295.63
C0225,ARMÁRIO DE EMBUTIR C/ESPELHO (45x60)cm,UN,144.51
C0348,BACIA DE LOUÇA BRANCA C/CAIXA ACOPLADA,UN,749.95
C0349,"BACIA DE LOUÇA BRANCA C/CAIXA ACOPLADA, ENTRADA HORIZONTAL",UN,532.9
C3247,"BACIA DE LOUÇA BRANCA P/ CRIANÇA, INCLUSIVE TAMPA",UN,475.89
C0350,BACIA SIFONADA DE LOUÇA BRANCA C/ACESSÓRIOS E TUBO DE LIGAÇÃO,UN,333.33
C0351,BACIA TURCA DE LOUÇA BRANCA,UN,778.25
C0355,"BANCADA DE GRANITO C/ 2  CUBAS LOUÇAS, S/ACESSÓRIOS (1.60x0.60)m",UN,742.65
C0356,"BANCADA DE GRANITO C/ 3 CUBAS DE LOUÇAS, S/ACESSÓRIOS (2.00x0.60)m",UN,976.71
C0357,BANCADA DE GRANITO (OUTRAS CORES) E= 3cm (COLOCADO),M2,487.11
C4068,BANCADA DE GRANITO CINZA E=2cm,M2,332.99
C4069,BANCADA DE GRANITO (OUTRAS CORES) ESP. = 2cm (COLOCADO),M2,401.28
C0358,BANCADA DE GRANITO PRETO C/BOLEAMENTO DUPLO (COLOCADO),M2,916.5
C0359,BANCADA DE MÁRMORE  LARG.= 0.60m  ESP.= 3cm,M,327.62
C3996,"BANCADA EM GRANITO P/ LAVATÓRIO, INCL. LOUÇA BRANCA E ACESSÓRIOS",CJ,870.17
C3997,"BANCADA EM GRANITO P/ PIA DE COZINHA, INCL. CUBA DE AÇO INOX  E ACESSÓRIOS",CJ,908.07
C3670,BANHEIRA HOSPITALAR C/ TAMPO E CUBA DE AÇO INOX DIMENSÃO 1800X600MM,UN,1935.75
C0386,"BEBEDOURO EM AÇO INOX COM 1,60m",UN,1922.38
C0515,CABIDE DE LOUÇA BRANCA C/DOIS GANCHOS,UN,51.22
C0516,CABIDE DE LOUÇA BRANCA C/ UM GANCHO,UN,56.64
C0599,CAIXA DE DESCARGA DE EMBUTIR C/REGISTRO INCORPORADO,UN,320.41
C0600,CAIXA DE DESCARGA PLÁSTICA DE SOBREPOR,UN,161.34
C3513,CHUVEIRO CROMADO C/ ARTICULAÇÃO,UN,104.13
C0797,CHUVEIRO PLÁSTICO (INSTALADO),UN,10.93
C3671,"CONE PARA EXPURGO EM AÇO INOX COM TAMPA E GRELHA - L=500MM X C=500MM, ALTURA ATÉ 300MM E SAÍDA D=100MM",UN,907.33
C0985,"CUBA DE INOX PARA BANCADA,COMPLETA",UN,333.98
C4770,"CUBA DE LOUÇA BRANCA DE SOBREPOR, D=41CM, S/ TORNEIRA C/ ACESSÓRIOS",UN,388.68
C0986,CUBA DE LOUÇA DE EMBUTIR C/ TORNEIRA E ACESSÓRIOS,UN,395
C4821,CUBA DE LOUÇA DE EMBUTIR S/TORNEIRA C/ACESSÓRIOS,UN,317.67
C1151,DUCHA P/ WC CROMADO (INSTALADO),UN,71.69
C1241,ENGATE CROMADO (INSTALADO),UN,21.4
C1242,ENGATE PLÁSTICO (INSTALADO),UN,9.14
C4835,"ESPELHO CRISTAL, ESPESSURA 4MM, COM PARAFUSOS DE FIXAÇÃO, SEM MOLDURA",M2,455.93
C1283,"ESPELHO TIPO CRISMETAL,MOD.P/WC (INSTALADO)",UN,91.34
C3669,LAVA OLHOS DE EMERGÊNCIA C/ CUBA FLEXÍVEL E CHUVEIRO P/ LABORATÓRIO,UN,1260.99
C3003,LAVATÓRIO C/TAMPÃO DE MÁRMORE C/ 1 CUBA DE LOUÇA,UN,372.73
C1618,"LAVATÓRIO DE LOUÇA BRANCA C/COLUNA, C/ TORNEIRA E ACESSÓRIOS",UN,613.28
C1619,LAVATÓRIO DE LOUÇA BRANCA S/COLUNA C/TORNEIRA E ACESSÓRIOS,UN,464.89
C3004,LAVATÓRIO DE LOUÇA BRANCA S/COLUNA C/TORNEIRA DE METAL E ACESSÓRIOS - PADRÃO POPULAR,UN,277.63
C3598,LAVATÓRIO DE LOUÇA BRANCA S/COLUNA C/TORNEIRA PLÁSTICA E ACESSÓRIOS - PADRÃO POPULAR,UN,242.97
C1793,MICTÓRIO COLETIVO DE AÇO INOXIDÁVEL,M,789.32
C1792,MICTORIO DE LOUÇA BRANCA,UN,513.72
C3593,MUTIRÃO MISTO - BACIA SIFONADA DE LOUÇA BRANCA C/ACESSÓRIOS,UN,245.41
C3596,MUTIRÃO MISTO - CAIXA DE DESCARGA PLASTICA DE SOBREPOR,UN,112.9
C3597,MUTIRÃO MISTO - LAVATÓRIO DE LOUÇA BRANCA S/COLUNA C/TORNEIRA PLÁSTICA E ACESSÓRIOS,UN,191.74
C3602,"MUTIRÃO MISTO - PIA DE COZINHA EM CIMENTO (1,20x0,50)m",UN,114.71
C3594,MUTIRÃO MISTO - TANQUE DE LAVAR DE CIMENTO (1.00X0.50)m COMPLETA,UN,150.91
C1898,PEÇAS DE APOIO DEFICIENTES C/TUBO INOX  P/WC'S,M,229.12
C3017,PIA DE AÇO INOX  (1.20x0.60)m C/ 1 CUBA E ACESSÓRIOS,UN,595.09
C1903,PIA DE AÇO INOX. (1.50X0.58)m C/ 1 CUBA E ACESSÓRIOS,UN,761.63
C3018,PIA DE AÇO INOX  (2.20x0.60)m C/ 1 CUBA E ACESSÓRIOS,UN,953.87
C3019,PIA DE AÇO INOX (3.00x0.60)m  C/ 1 CUBA  E  ACESSÓRIOS,UN,1560.1
C1902,PIA DE AÇO INOX  (2.00X0.58)m  C/ 2 CUBAS E ACESSÓRIOS,UN,1312.29
C3020,PIA DE AÇO INOX (4.20X0.60)m C/ 2 CUBAS E ACESSÓRIOS,UN,2557.47
C3603,"PIA DE COZINHA EM CIMENTO (1,20x0,50)m - PADRÃO POPULAR",UN,128.74
C3021,"PIA DE COZINHA EM MARMORITE 1,00x0,50m COMP. - PADRÃO POPULAR",UN,200.21
C1997,PORTA-PAPEL DE LOUCA BRANCA (15X15)cm,UN,68.8
C4670,PORTA PAPEL METÁLICO,UN,32.1
C4825,PORTA PAPEL TOALHA (DISPENSER)EM ABS,UN,53.94
C1990,PORTA SABÃO LÍQUIDO DE VIDRO (INSTALAD0),UN,43.45
C1995,PORTA TOALHA DE LOUÇA BRANCA,UN,81.54
C1996,PORTA TOALHA DE PAPEL - METALICO (INSTALADO),UN,45.99
C2255,SABONETEIRA DE LOUÇA BRANCA  (7.5X15)cm,UN,63.67
C2254,SABONETEIRA DE LOUÇA BRANCA  (15X15)cm S/ALÇA,UN,67.09
C4671,SABONETEIRA METÁLICA,UN,37.28
C2271,"SIFÃO CROMADO 1"" X 1 1/2"" (INSTALADO)",UN,162.48
C2270,"SIFÃO CROMADO 1 1/4"" X 2"" (INSTALADO)",UN,170.1
C2272,"SIFÃO DE PVC RÍGIDO D= 2""  (INSTALADO)",UN,25.87
C2294,SUPORTE DE MÁRMORE P/FILTROS,UN,81.17
C2302,TAMPO DE AÇO INOX P/ BANCADAS,M2,872.5
C2311,TANQUE DE AÇO INOXIDÁVEL,UN,614.11
C3059,TANQUE DE LAVAR DE CIMENTO (1.00x0.50)m COMPLETA C/ TORNEIRA DE METAL - PADRÃO POPULAR,UN,184.92
C3595,TANQUE DE LAVAR DE CIMENTO (1.00X0.50)m COMPLETA C/ TORNEIRA DE PLÁSTICO - PADRÃO POPULAR,UN,163.55
C2312,TANQUE DE LOUÇA C/COLUNA,UN,641.64
C3682,TANQUE LAVANDERIA EM AÇO INOX C/CUBA E ESFREGADOR DIMENSÃO 1200X600X200MM,UN,1285.49
C2313,TANQUE PRÉ-MOLDADO DE CONCRETO (0.80X0.70)m,UN,222.1
C2496,TORNEIRA CIRÚRGICA (INSTALADO),UN,380.86
C2502,TORNEIRA DE FECHAMENTO AUTOMÁTICO,UN,168.5
C2503,TORNEIRA DE PAREDE C/ FOTO SENSOR ,UN,609.89
C4820,"TORNEIRA DE PAREDE P/ PIA, ACABAMENTO CROMADO, C/ BICA MÓVEL E AREJADOR, 1/2 "" OU 3/4 """,UN,103.36
C2504,TORNEIRA DE PRESSÃO CROMADA LONGA P/PIA,UN,113.48
C2505,TORNEIRA DE PRESSÃO CROMADA USO GERAL,UN,59.8
C2506,"TORNEIRA DE PRESSÃO P/JARDIM DE 3/4""",UN,29.38
C3998,"TORNEIRA ELETRÔNICA C/ ANTI-VANDALISMO, P/ LAVATÓRIO DE BANCADA",UN,196.23
C3999,"TORNEIRA ELETRÔNICA C/ ANTI-VANDALISMO, P/ PIA DE COZINHA",UN,235.53
C4000,TORNEIRA TIPO JARDIM CROMADA,UN,68.68
C0001,ABRIGO P/ HIDRANTE C/MANGUEIRA E ESGUICHO DE LATÃO,UN,2114.16
C0010,"ACIONADOR MANUAL, TIPO ""QUEBRA VIDRO"", MOD.EUROTRON/SIMILAR",UN,64.85
C0100,AQUECEDOR À GÁS EM CAIXA DE FERRO ESMALTADO,UN,3013.4
C0332,AUTOMÁTICO DE BOIA,UN,78
C0385,"BATERIA SELADA 12V/7.5AH, P/LUMINÁRIAS AUTÔNOMAS",UN,136.8
C0389,"BLOCO LUMINOSO AUTÔNOMO, INDICADOR DE SETA, MOD. UNITRON/SIMILAR",UN,265.22
C1802,"BOMBA CENTRÍFUGA DE 1/4 CV, INCLUSIVE MAT.DE SUCÇÃO",UN,689.64
C0442,"BOMBA CENTRÍFUGA DE 1/3 CV, INCLUSIVE MAT.DE SUCÇÃO",UN,613.09
C0441,"BOMBA CENTRÍFUGA DE 1/2 CV, INCLUSIVE MAT.DE SUCCÃO",UN,625.99
C0443,"BOMBA CENTRÍFUGA DE 1 CV, INCLUSIVE MAT.DE SUCÇÃO",UN,956.58
C0444,"BOMBA CENTRÍFUGA DE 1 1/2 CV, INCLUSIVE MAT.DE SUCÇÃO",UN,1175.83
C0445,"BOMBA CENTRÍFUGA DE 2 CV, INCLUSIVE MAT.DE SUCÇÃO",UN,1459.56
C0446,"BOMBA CENTRÍFUGA DE 3 CV, INCLUSIVE MAT.DE SUCÇÃO",UN,1588.28
C0447,"BOMBA CENTRÍFUGA DE 5 CV, INCLUSIVE MAT.DE SUCÇÃO",UN,2121.28
C0448,BOMBA CENTRÍFUGA P/ PRESSURIZAÇÃO/HIDRANTE 10 CV,UN,2841.62
C0449,BOMBA CENTRÍFUGA P/ PRESSURIZAÇÃO/HIDRANTE 15 CV,UN,3148.11
C0451,BOMBA CENTRÍFUGA P/ PRESSURUZAÇÃO/HIDRANTE 20 CV,UN,4781.81
C0450,BOMBA CENTRÍFUGA P/ PRESSURIZAÇÃO/HIDRANTE 25 CV,UN,5719.74
C0455,"BOMBA INJETORA DE 1/3 CV, MONOSÁFICA, INCL.MAT. SUCÇÃO",UN,1203.45
C0454,"BOMBA INJETORA DE 1/2 CV, MONOFÁSICA INCL. MAT. SUCÇÃO",UN,1233.88
C0459,"BOMBA INJETORA DE 3/4 CV, MONOFÁSICA INCL. MAT. SUCÇÃO",UN,1451.89
C0453,"BOMBA INJETORA DE 1 CV, TRIFÁSICA INCL. MAT. SUCÇÃO",UN,1649.94
C0452,"BOMBA INJETORA DE 1 1/2 CV, TRIFÁSICA INCL. MAT. SUCÇÃO",UN,1951.88
C0457,"BOMBA INJETORA DE 2 CV, TRIFÁSICA INCL. MAT. SUCÇÃO",UN,2083.14
C0456,"BOMBA INJETORA DE 2 1/2 CV, TRIFÁSICA INCL. MAT. SUCÇÃO",UN,2139.06
C0458,"BOMBA INJETORA DE 3 CV, TRIFÁSICA INCL. MAT. SUCÇÃO",UN,2231.47
C0460,"BOMBA INJETORA DE 7.5 CV, INCLUSIVE MAT. DE SUCÇÃO",UN,3276.49
C0729,"CASA DE BOMBAS(1.5X1.5)m,  EM ALVENARIA E CONCRETO",UN,1067.06
C0732,"CENTRAL ALARME P/6 LAÇOS SUPERV., MOD. FIRE-LITE/SIMILAR",UN,7715.37
C0730,"CENTRAL ALARME P/12 LAÇOS SUPERV., MOD.FIRE-LITE/SIMILAR",UN,15378.1
C0731,"CENTRAL ALARME P/18 LAÇOS SUPERV., MOD.FIRE-LITE/SIMILAR",UN,23070.78
C0796,CHUVEIRO ELÉTRICO AUTOMÁTICO 220V-2800/4400W (INSTALADO),UN,368.19
C4385,"ESGUICHO DE AGULHA 1/2"" x 1/2""",UN,94.43
C4589,"EXTINTOR EM CARRETA, CAP. 50KG - PO QUIMICO",UN,2635
C1357,"EXTINTOR DE ÁGUA, PRESSURIZADA CAPACIDADE 10L",UN,227.17
C1359,EXTINTOR DE GÁS CARBÔNICO OU PÓ QUÍMICO DE 4 OU 6KG,UN,659.64
C1368,FILTRO DE PAREDE INDUSTRIAL (INSTALADO),UN,207.94
C1456,"HIDRANTE C/REGISTRO GLOBO ANGULAR  D= 65mm (2 1/2"")",UN,718.6
C4304,HIDRANTE DE PISO,UN,989.33
C2275,"SINALIZADOR AUDIO-VISUAL, SIRENE BITONAL E STROBO/SIMILAR",UN,208.57
C2291,SPRINKLERS CROMADO (INSTALADO),UN,63.46
C2292,SPRINKLERS EM BRONZE (INSTALADO),UN,65.81
C2497,"TORNEIRA DE BÓIA D= 20mm (3/4"")",UN,37.7
C2498,"TORNEIRA DE BÓIA D= 25mm (1"")",UN,48.54
C2499,"TORNEIRA DE BÓIA D= 32mm (1 1/4"")",UN,71.48
C2500,"TORNEIRA DE BÓIA D= 40mm (1 1/2"")",UN,70.11
C2501,"TORNEIRA DE BÓIA D= 50mm (2"")",UN,113.49
C2507,TORNEIRA ELÉTRICA AUTOMÁTICA 220V-2800W (INSTALADO),UN,161.63
C0011,ACRÉSCIMO DE CÂMARA EM PV C/ANÉIS DE CONCRETO D= 600mm,M,197.88
C0012,ACRÉSCIMO DE CÂMARA EM PV C/ANÉIS DE CONCRETO D=1000mm,M,306.27
C0013,ACRÉSCIMO DE CÂMARA EM PV C/ANÉIS DE CONCRETO D=1200mm,M,433.33
C0232,ASSENTAMENTO DE TUBO DE QUEDA,M,229.23
C3441,CAIXA D´ÁGUA EM FYBERGLASS - CAP. 500L,UN,295.5
C3442,CAIXA D´ÁGUA EM FYBERGLASS - CAP. 1000L,UN,440.25
C4595,"CAIXA D'ÁGUA EM POLIETILENO CAP.310 ATÉ 500 L, COM TAMPA",UN,226.99
C0601,CAIXA DE GORDURA/SABÃO EM ALVENARIA,UN,325.34
C3584,CAIXA DE GORDURA/SABÃO PRÉ MOLDADA - PADRÃO POPULAR,UN,78.99
C4381,CAIXA DE INCÊNDIO 75 x 45 x 17 cm EM ALUMÍNIO,UN,325.32
C0605,CAIXA DE INSPEÇÃO EM ALVENARIA - 1/2 TIJOLO COMUM,M2,165.76
C0603,"CAIXA EM ALVENARIA (40X40X60cm) DE 1/2 TIJOLO COMUM, LASTRO DE CONCRETO E TAMPA DE CONCRETO",UN,292.31
C0609,"CAIXA EM ALVENARIA (60X60X60cm) DE 1/2 TIJOLO COMUM, LASTRO DE CONCRETO E TAMPA DE CONCRETO",UN,454.22
C0602,"CAIXA EM ALVENARIA (80X80X60cm) DE 1/2 TIJOLO COMUM, LASTRO DE CONCRETO E TAMPA DE CONCRETO",UN,633.38
C0604,CAIXA DE INSPEÇÃO EM ALVENARIA - 1 TIJOLO COMUM,M2,263.25
C0610,"CAIXA EM ALVENARIA (40X40X60cm) DE 1 TIJOLO COMUM, LASTRO DE CONCRETO E TAMPA DE CONCRETO",UN,503.66
